title,number,state,created_at,user,commits,additions,deletions,changed_files,closed_at,body
"Bump jakarta.xml.bind-api from 2.3.2 to 3.0.0",7086,open,2020-11-09T05:35:13Z,dependabot[bot],4,9,9,2,Null,"Bumps jakarta.xml.bind-api from 2.3.2 to 3.0.0.   [![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=jakarta.xml.bind:jakarta.xml.bind-api&package-manager=gradle&previous-version=2.3.2&new-version=3.0.0)](https://docs.github.com/en/github/managing-security-vulnerabilities/configuring-github-dependabot-security-updates)  Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.  [//]: # (dependabot-automerge-start) [//]: # (dependabot-automerge-end)  ---  <details> <summary>Dependabot commands and options</summary> <br />  You can trigger Dependabot actions by commenting on this PR: - `@dependabot rebase` will rebase this PR - `@dependabot recreate` will recreate this PR  overwriting any edits that have been made to it - `@dependabot merge` will merge this PR after your CI passes on it - `@dependabot squash and merge` will squash and merge this PR after your CI passes on it - `@dependabot cancel merge` will cancel a previously requested merge and block automerging - `@dependabot reopen` will reopen this PR if it is closed - `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually   </details>"
"Bump unirest-java from 3.11.03 to 3.11.05",7087,closed,2020-11-09T05:35:13Z,dependabot[bot],1,1,1,1,2020-11-09T08:15:57Z,"Bumps [unirest-java](https://github.com/Kong/unirest-java) from 3.11.03 to 3.11.05. <details> <summary>Changelog</summary> <p><em>Sourced from <a href=\"https://github.com/Kong/unirest-java/blob/main/CHANGELOG.md\">unirest-java's changelog</a>.</em></p> <blockquote> <h2>3.11.05</h2> <ul> <li>issue <a href=\"https://github-redirect.dependabot.com/Kong/unirest-java/issues/383\">#383</a> some problems with relocated packages.</li> </ul> <h2>3.11.04</h2> <ul> <li>issue <a href=\"https://github-redirect.dependabot.com/Kong/unirest-java/issues/383\">#383</a> missing some relocations for uber-jars</li> <li>PR <a href=\"https://github-redirect.dependabot.com/Kong/unirest-java/issues/381\">#381</a> support for custom ciphers and protocols for https requests</li> <li>Mock server should call into metrics just like the real thing</li> <li>CI/CD improvements</li> </ul> </blockquote> </details> <details> <summary>Commits</summary> <ul> <li><a href=\"https://github.com/Kong/unirest-java/commit/3bb76b57ecc1503c612cb0aed7172b7fa6b98c66\"><code>3bb76b5</code></a> [maven-release-plugin] prepare release v3.11.05</li> <li><a href=\"https://github.com/Kong/unirest-java/commit/eff42677523227b0d026334ef0a731798ddef9c6\"><code>eff4267</code></a> put the dots back</li> <li><a href=\"https://github.com/Kong/unirest-java/commit/2e060fc6780f0f8d9c9ed569df0a83e129685c63\"><code>2e060fc</code></a> update version in doc</li> <li><a href=\"https://github.com/Kong/unirest-java/commit/25afe1553a9a620774f50e49420704b6248d503b\"><code>25afe15</code></a> [maven-release-plugin] prepare for next development iteration</li> <li><a href=\"https://github.com/Kong/unirest-java/commit/c0cb6bee9c817352316d0ea3e4381a118710f505\"><code>c0cb6be</code></a> [maven-release-plugin] prepare release v3.11.04</li> <li><a href=\"https://github.com/Kong/unirest-java/commit/9b8e888f26cb287b8a897f955b1019a0ac626305\"><code>9b8e888</code></a> typo</li> <li><a href=\"https://github.com/Kong/unirest-java/commit/d58b4c353567a0984e64187bb7782d99e5d5a61e\"><code>d58b4c3</code></a> call the metric for the mock client</li> <li><a href=\"https://github.com/Kong/unirest-java/commit/ed7df2a57478d9777064192f425161f2a7224343\"><code>ed7df2a</code></a> update changelog</li> <li><a href=\"https://github.com/Kong/unirest-java/commit/619534017a08dc676904b8d137afe5c212b1c4fa\"><code>6195340</code></a> fix the order of the expects</li> <li><a href=\"https://github.com/Kong/unirest-java/commit/2904f3947769da4d53fc3b1101220f00d87f5bca\"><code>2904f39</code></a> issue <a href=\"https://github-redirect.dependabot.com/Kong/unirest-java/issues/383\">#383</a> fix shading</li> <li>Additional commits viewable in <a href=\"https://github.com/Kong/unirest-java/compare/v3.11.03...v3.11.05\">compare view</a></li> </ul> </details> <br />   [![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=com.konghq:unirest-java&package-manager=gradle&previous-version=3.11.03&new-version=3.11.05)](https://docs.github.com/en/github/managing-security-vulnerabilities/configuring-github-dependabot-security-updates)  Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.  [//]: # (dependabot-automerge-start) [//]: # (dependabot-automerge-end)  ---  <details> <summary>Dependabot commands and options</summary> <br />  You can trigger Dependabot actions by commenting on this PR: - `@dependabot rebase` will rebase this PR - `@dependabot recreate` will recreate this PR  overwriting any edits that have been made to it - `@dependabot merge` will merge this PR after your CI passes on it - `@dependabot squash and merge` will squash and merge this PR after your CI passes on it - `@dependabot cancel merge` will cancel a previously requested merge and block automerging - `@dependabot reopen` will reopen this PR if it is closed - `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually   </details>"
"Fix endnote importer when keyword style is null",7084,closed,2020-11-07T20:25:18Z,Siedlerchr,3,135,8,9,2020-11-10T07:56:11Z,"Display error messages/notifications for exceptions    I used the endnote xml the user provided via mail.    I will add tests later.    <!--   Describe the changes you have made here: what  why  ...   Link issues that are fixed  e.g. \"Fixes #333\".  If you fixed a koppor issue  link it  e.g. \"Fixes https://github.com/koppor/jabref/issues/47\".  The title of the PR must not reference an issue  because GitHub does not support autolinking there.  -->      <!--   - Go through the list below. If a task has been completed  mark it done by using `[x]`.  - Please don't remove any items  just leave them unchecked if they are not applicable.  -->    - [x] Change in CHANGELOG.md described (if applicable)  - [x] Tests created for changes (if applicable)  - [x] Manually tested changed features in running JabRef (always required)  - [ ] Screenshots added in PR description (for UI changes)  - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.  "
"Feature/enable paginated fetchers",7082,closed,2020-11-07T13:02:51Z,DominikVoigt,9,381,300,30,2020-11-15T22:01:40Z,"This PR adds complex search query support for paginated fetchers.  It additionally implements the corresponding interfaces for a couple of fetchers (arXiv  Scholar  IEEE Xplore  Springer Link).  Refs #6236  #5507  [koppor#369](https://github.com/koppor/jabref/issues/369)  [koppor#347](https://github.com/koppor/jabref/issues/347)    - [ ] Change in CHANGELOG.md described (if applicable)  - [x] Tests created for changes (if applicable)  - [x] Manually tested changed features in running JabRef (always required)  - [ ] Screenshots added in PR description (for UI changes)  - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.  "
"Feature/add abstract field to complex search",7079,closed,2020-11-06T20:15:21Z,DominikVoigt,3,47,22,4,2020-11-07T10:30:47Z,"This PR adds the abstract field as a fielded term for complex queries and implements it for the existing complex search fetchers that support abstract field based filtering.    - [ ] Change in CHANGELOG.md described (if applicable)  - [ ] Tests created for changes (if applicable)  - [x] Manually tested changed features in running JabRef (always required)  - [ ] Screenshots added in PR description (for UI changes)  - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.  "
"Special field code maintenance",7078,closed,2020-11-06T13:34:32Z,calixtus,1,110,76,11,2020-11-06T21:59:11Z,"Just some refactoring in preparation for the Basel Java SE-class    - [ ] Change in CHANGELOG.md described (if applicable)  - [ ] Tests created for changes (if applicable)  - [x] Manually tested changed features in running JabRef (always required)  - [ ] Screenshots added in PR description (for UI changes)  - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.  "
"Fix preview settings not saved due to l10n",7077,closed,2020-11-05T18:16:03Z,Siedlerchr,2,37,15,10,2020-11-06T08:36:09Z,"Introduce internal name for finding layout  Fixes #6447    The problem was that the getName method returned a l10n name for Custom Preview layout.....    <!--   Describe the changes you have made here: what  why  ...   Link issues that are fixed  e.g. \"Fixes #333\".  If you fixed a koppor issue  link it  e.g. \"Fixes https://github.com/koppor/jabref/issues/47\".  The title of the PR must not reference an issue  because GitHub does not support autolinking there.  -->      <!--   - Go through the list below. If a task has been completed  mark it done by using `[x]`.  - Please don't remove any items  just leave them unchecked if they are not applicable.  -->    - [x] Change in CHANGELOG.md described (if applicable)  - [ ] Tests created for changes (if applicable)  - [x] Manually tested changed features in running JabRef (always required)  - [ ] Screenshots added in PR description (for UI changes)  - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.  "
"Fix Google Scholar fetcher for downloading a single entry",7075,open,2020-11-04T22:52:00Z,koppor,1,60,22,4,Null,"GoogleScholar changed their page (IMHO)    First page:    ![grafik](https://user-images.githubusercontent.com/1366654/98176330-98d8cd80-1ef8-11eb-804b-2bc7b09b62da.png)    ## Second \"page\"    Click on cited loads the content of that thing:    ![grafik](https://user-images.githubusercontent.com/1366654/98176346-a42bf900-1ef8-11eb-931b-bdf420873315.png)    There  BibTeX can be downloaded as usual.    ![grafik](https://user-images.githubusercontent.com/1366654/98176998-f7527b80-1ef9-11eb-8257-2589dd44b355.png)    Example URL: https://scholar.google.ch/scholar?q=info:RExzBa3OlkQJ:scholar.google.com/&output=cite&scirp=0&hl=en    ## Third page    Example URL: https://scholar.googleusercontent.com/scholar.bib?q=info:RExzBa3OlkQJ:scholar.google.com/&output=citation&scisdr=CgVYZoPbEOvJ014vy3E:AAGBfm0AAAAAX6Mq03ED_BBuflXyRuQujflFTqExM8uU&scisig=AAGBfm0AAAAAX6Mq0_wSs1k5gywcNDtaUBn0PeTKsRGQ&scisf=4&ct=citation&cd=-1&hl=en    Block notice:    ![grafik](https://user-images.githubusercontent.com/1366654/98177028-089b8800-1efa-11eb-97c8-329728a7ac16.png)    ## Summary    While programming  I came to the last step. The issue is that after 10 tries  I am banned and cannot continue.    - [ ] Change in CHANGELOG.md described (if applicable)  - [ ] Tests created for changes (if applicable)  - [ ] Manually tested changed features in running JabRef (always required)  - [ ] Screenshots added in PR description (for UI changes)  - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.  "
"Fixes exception in preview using regexp search and regexp search without specified field",7073,open,2020-11-04T18:34:58Z,k3KAW8Pnf7mkmdSMPHz27,12,126,66,6,Null,"<!--   Describe the changes you have made here: what  why  ...   Link issues that are fixed  e.g. \"Fixes #333\".  If you fixed a koppor issue  link it  e.g. \"Fixes https://github.com/koppor/jabref/issues/47\".  The title of the PR must not reference an issue  because GitHub does not support autolinking there.  -->  Fixes #6777 . The issue originates in how the JavaScript regexp is created in `PreviewViewer#highlightSearchPattern`.    1. Fixes the use of regexp while searching for one term (e.g.  `Liu.*`)  2. Fixes exception in the preview when forward slash is used in the regexp    <!--   - Go through the list below. If a task has been completed  mark it done by using `[x]`.  - Please don't remove any items  just leave them unchecked if they are not applicable.  -->    - [x] ~Change in CHANGELOG.md described (if applicable)~  - [ ] Tests created for changes (if applicable)  - [x] Manually tested changed features in running JabRef (always required)  - [x] ~Screenshots added in PR description (for UI changes)~  - [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.  "
"Fix custom theme styles not applied to the entry preview",7071,closed,2020-11-03T17:58:01Z,Siedlerchr,4,12,3,2,2020-11-04T07:38:28Z,"Make comment more precise  Fixes #7068       <!--   Describe the changes you have made here: what  why  ...   Link issues that are fixed  e.g. \"Fixes #333\".  If you fixed a koppor issue  link it  e.g. \"Fixes https://github.com/koppor/jabref/issues/47\".  The title of the PR must not reference an issue  because GitHub does not support autolinking there.  -->      <!--   - Go through the list below. If a task has been completed  mark it done by using `[x]`.  - Please don't remove any items  just leave them unchecked if they are not applicable.  -->    - [x] Change in CHANGELOG.md described (if applicable)  - [ ] Tests created for changes (if applicable)  - [x] Manually tested changed features in running JabRef (always required)  - [ ] Screenshots added in PR description (for UI changes)  - [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or  even better  submitted a pull request to the documentation repository.  "
"Bump mockito-core from 3.5.15 to 3.6.0",7067,closed,2020-11-02T05:42:41Z,dependabot[bot],1,1,1,1,2020-11-02T20:18:14Z,"Bumps [mockito-core](https://github.com/mockito/mockito) from 3.5.15 to 3.6.0. <details> <summary>Release notes</summary> <p><em>Sourced from <a href=\"https://github.com/mockito/mockito/releases\">mockito-core's releases</a>.</em></p> <blockquote> <h2>v3.6.0</h2> <p><!-- raw HTML omitted --><!-- raw HTML omitted --><em>Release notes were automatically generated by <a href=\"http://shipkit.org/\">Shipkit</a></em><!-- raw HTML omitted --><!-- raw HTML omitted --></p> <h4>3.6.0</h4> <ul> <li>2020-10-27 - <a href=\"https://github.com/mockito/mockito/compare/v3.5.15...v3.6.0\">7 commits</a> by <a href=\"https://github.com/mockitoguy\">Szczepan Faber</a> (4)  <a href=\"https://github.com/shipkit-org\">shipkit-org</a> (2)  <a href=\"https://github.com/TimvdLippe\">Tim van der Lippe</a> (1) - published to <a href=\"https://bintray.com/mockito/maven/mockito/3.6.0\"><img src=\"https://img.shields.io/badge/Bintray-3.6.0-green.svg\" alt=\"Bintray\" /></a></li> <li>Retry the release [(<a href=\"https://github-redirect.dependabot.com/mockito/mockito/issues/2078\">#2078</a>)](<a href=\"https://github-redirect.dependabot.com/mockito/mockito/pull/2078\">mockito/mockito#2078</a>)</li> <li>Retry 3.6.0 release [(<a href=\"https://github-redirect.dependabot.com/mockito/mockito/issues/2077\">#2077</a>)](<a href=\"https://github-redirect.dependabot.com/mockito/mockito/pull/2077\">mockito/mockito#2077</a>)</li> </ul> </blockquote> </details> <details> <summary>Commits</summary> <ul> <li><a href=\"https://github.com/mockito/mockito/commit/caac3535daaeb9370cd25f23694d3d059a72d8d9\"><code>caac353</code></a> 3.6.0 release (previous 3.5.15) + release notes updated by CI build 4836</li> <li><a href=\"https://github.com/mockito/mockito/commit/b5bea2b81efab66f7bb2609694c871aa55ee64d9\"><code>b5bea2b</code></a> Merge pull request <a href=\"https://github-redirect.dependabot.com/mockito/mockito/issues/2078\">#2078</a> from mockito/sf2</li> <li><a href=\"https://github.com/mockito/mockito/commit/80c1d4ab1a5f2a0c7318b78d03a368c18085553b\"><code>80c1d4a</code></a> Reverted to retry the release</li> <li><a href=\"https://github.com/mockito/mockito/commit/f22a47786ebb776b5453fc595fa4a79eb7ec0b0c\"><code>f22a477</code></a> 3.6.0 release (previous 3.5.15) + release notes updated by CI build 4832</li> <li><a href=\"https://github.com/mockito/mockito/commit/281a4b216256c68532d6cabd422f6df9c21afcda\"><code>281a4b2</code></a> Merge pull request <a href=\"https://github-redirect.dependabot.com/mockito/mockito/issues/2077\">#2077</a> from mockito/sf2</li> <li><a href=\"https://github.com/mockito/mockito/commit/23a9d6a7e32d2023c67cdb024d7fa24749e2ce0f\"><code>23a9d6a</code></a> Retry 3.6.0 release</li> <li><a href=\"https://github.com/mockito/mockito/commit/9fadca578aceaa01ab1d09c6bbd21aa144c154db\"><code>9fadca5</code></a> 3.6.0 release (previous 3.5.15) + release notes updated by CI build 4828</li> <li><a href=\"https://github.com/mockito/mockito/commit/eba5964a4b051bf566aaf46ca749cde2b36d96ba\"><code>eba5964</code></a> Publish new minor version to Maven Central</li> <li>See full diff in <a href=\"https://github.com/mockito/mockito/compare/v3.5.15...v3.6.0\">compare view</a></li> </ul> </details> <br />   [![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=org.mockito:mockito-core&package-manager=gradle&previous-version=3.5.15&new-version=3.6.0)](https://docs.github.com/en/github/managing-security-vulnerabilities/configuring-github-dependabot-security-updates)  Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.  [//]: # (dependabot-automerge-start) [//]: # (dependabot-automerge-end)  ---  <details> <summary>Dependabot commands and options</summary> <br />  You can trigger Dependabot actions by commenting on this PR: - `@dependabot rebase` will rebase this PR - `@dependabot recreate` will recreate this PR  overwriting any edits that have been made to it - `@dependabot merge` will merge this PR after your CI passes on it - `@dependabot squash and merge` will squash and merge this PR after your CI passes on it - `@dependabot cancel merge` will cancel a previously requested merge and block automerging - `@dependabot reopen` will reopen this PR if it is closed - `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually   </details>"
"Bump controlsfx from 11.0.2 to 11.0.3",7066,closed,2020-11-02T05:42:39Z,dependabot[bot],1,1,1,1,2020-11-02T20:17:34Z,"Bumps [controlsfx](https://bitbucket.org/controlsfx/controlsfx) from 11.0.2 to 11.0.3. <details> <summary>Commits</summary> <ul> <li>See full diff in <a href=\"https://bitbucket.org/controlsfx/controlsfx/commits\">compare view</a></li> </ul> </details> <br />   [![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=org.controlsfx:controlsfx&package-manager=gradle&previous-version=11.0.2&new-version=11.0.3)](https://docs.github.com/en/github/managing-security-vulnerabilities/configuring-github-dependabot-security-updates)  Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.  [//]: # (dependabot-automerge-start) [//]: # (dependabot-automerge-end)  ---  <details> <summary>Dependabot commands and options</summary> <br />  You can trigger Dependabot actions by commenting on this PR: - `@dependabot rebase` will rebase this PR - `@dependabot recreate` will recreate this PR  overwriting any edits that have been made to it - `@dependabot merge` will merge this PR after your CI passes on it - `@dependabot squash and merge` will squash and merge this PR after your CI passes on it - `@dependabot cancel merge` will cancel a previously requested merge and block automerging - `@dependabot reopen` will reopen this PR if it is closed - `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually   </details>"
"Bump xmlunit-core from 2.7.0 to 2.8.0",7065,closed,2020-11-02T05:42:27Z,dependabot[bot],1,1,1,1,2020-11-03T12:34:42Z,"Bumps [xmlunit-core](https://github.com/xmlunit/xmlunit) from 2.7.0 to 2.8.0. <details> <summary>Release notes</summary> <p><em>Sourced from <a href=\"https://github.com/xmlunit/xmlunit/releases\">xmlunit-core's releases</a>.</em></p> <blockquote> <h2>XMLUnit for Java 2.8.0</h2> <p>This release now requires Java 7 for all modules and updates some dependencies - the changed JAXB dependency is a breaking change. It also fixes a few bugs.</p> <p>Details of changes:</p> <ul> <li> <p>changed optional JAXB dependency to use Jakarta XML Binding API PR <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/pull/186\">#186</a> by <a href=\"https://github.com/endrejeges\">@endrejeges</a></p> </li> <li> <p>bumped the bytebuddy dependency to 1.10.10 for the AssertJ module in the hope it would help with <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/188\">#188</a></p> <ul> <li>and change its scope from provided to compile time  which should finally fix the issue.</li> </ul> </li> <li> <p>added a new <code>extractingText</code> method to <code>MultipleNodeAssert</code> to make it possible to write AssertJ assertions against the textual content of nodes more easily. Issue <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/192\">#192</a> and PR <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/pull/193\">#193</a> by <a href=\"https://github.com/keesvandieren\">@keesvandieren</a></p> </li> <li> <p>changed the minimum Java version required from Java 6 to Java 7 for all modules (it has already been Java 7 for the AssertJ module before).</p> </li> <li> <p><code>DefaultNodeMatcher</code> with multiple <code>ElementSelector</code>s could fail to find the best matches as the order of <code>ElementSelector</code>s should select them. <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/197\">#197</a></p> </li> <li> <p><code>Input</code> builder now supports <code>java.nio.file.Path</code> <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/196\">#196</a></p> </li> <li> <p>It is now possible to specify a custom <code>TransformerFactory</code> for <code>DefaultComparisonFormatter</code>. <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/195\">#195</a></p> </li> </ul> </blockquote> </details> <details> <summary>Changelog</summary> <p><em>Sourced from <a href=\"https://github.com/xmlunit/xmlunit/blob/main/RELEASE_NOTES.md\">xmlunit-core's changelog</a>.</em></p> <blockquote> <h2>XMLUnit for Java 2.8.0 - /Released 2020-10-30/</h2> <ul> <li> <p>changed optional JAXB dependency to use Jakarta XML Binding API PR <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/pull/186\">#186</a> by <a href=\"https://github.com/endrejeges\">@endrejeges</a></p> </li> <li> <p>bumped the bytebuddy dependency to 1.10.10 for the AssertJ module in the hope it would help with <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/188\">#188</a></p> <ul> <li>and change its scope from provided to compile time  which should finally fix the issue.</li> </ul> </li> <li> <p>added a new <code>extractingText</code> method to <code>MultipleNodeAssert</code> to make it possible to write AssertJ assertions against the textual content of nodes more easily. Issue <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/192\">#192</a> and PR <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/pull/193\">#193</a> by <a href=\"https://github.com/keesvandieren\">@keesvandieren</a></p> </li> <li> <p>changed the minimum Java version required from Java 6 to Java 7 for all modules (it has already been Java 7 for the AssertJ module before).</p> </li> <li> <p><code>DefaultNodeMatcher</code> with multiple <code>ElementSelector</code>s could fail to find the best matches as the order of <code>ElementSelector</code>s should select them. <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/197\">#197</a></p> </li> <li> <p><code>Input</code> builder now supports <code>java.nio.file.Path</code> <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/196\">#196</a></p> </li> <li> <p>It is now possible to specify a custom <code>TransformerFactory</code> for <code>DefaultComparisonFormatter</code>. <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/195\">#195</a></p> </li> </ul> </blockquote> </details> <details> <summary>Commits</summary> <ul> <li><a href=\"https://github.com/xmlunit/xmlunit/commit/505f08233652ea6045828c45c7c1bb1494eac2a2\"><code>505f082</code></a> release XMLUnit for Java 2.8.0</li> <li><a href=\"https://github.com/xmlunit/xmlunit/commit/5ae4f721496157ea252426fb891fc77e602d7438\"><code>5ae4f72</code></a> allow a custom TransformerFactory in DefaultComparisonFormatter</li> <li><a href=\"https://github.com/xmlunit/xmlunit/commit/c92c9585173461af520624f3af7a59f41f897cf1\"><code>c92c958</code></a> support java.nio.file.Path as input source</li> <li><a href=\"https://github.com/xmlunit/xmlunit/commit/5bb7a2667dd3275476eafbac48fa487c26606b85\"><code>5bb7a26</code></a> markup</li> <li><a href=\"https://github.com/xmlunit/xmlunit/commit/8bb2221efc0ea34b29cdab59b31bc27b80655520\"><code>8bb2221</code></a> change bytebudy dependency scope to compile</li> <li><a href=\"https://github.com/xmlunit/xmlunit/commit/2eb05aa6d4f2c046ed3fe71adedafc0a8824430e\"><code>2eb05aa</code></a> whitespace</li> <li><a href=\"https://github.com/xmlunit/xmlunit/commit/f48146a0638a83f9f3cb2b59514e873b8b633933\"><code>f48146a</code></a> give each ElementSelector a chance to see all nodes first</li> <li><a href=\"https://github.com/xmlunit/xmlunit/commit/fe167c76fde7cd3f3d3b6546b8efdad82f981d57\"><code>fe167c7</code></a> just make sure <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/197\">#197</a> isn't caused by conditional ElementSelector</li> <li><a href=\"https://github.com/xmlunit/xmlunit/commit/664a90e21254b6b9921d37218d984264f6eabeef\"><code>664a90e</code></a> initial testcase for <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/197\">#197</a></li> <li><a href=\"https://github.com/xmlunit/xmlunit/commit/cfffb0f139ac730041d1f8bc11eba74b5d52e3a4\"><code>cfffb0f</code></a> Merge pull request <a href=\"https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/198\">#198</a> from PascalSchumacher/patch-1</li> <li>Additional commits viewable in <a href=\"https://github.com/xmlunit/xmlunit/compare/v2.7.0...v2.8.0\">compare view</a></li> </ul> </details> <br />   [![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=org.xmlunit:xmlunit-core&package-manager=gradle&previous-version=2.7.0&new-version=2.8.0)](https://docs.github.com/en/github/managing-security-vulnerabilities/configuring-github-dependabot-security-updates)  Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.  [//]: # (dependabot-automerge-start) [//]: # (dependabot-automerge-end)  ---  <details> <summary>Dependabot commands and options</summary> <br />  You can trigger Dependabot actions by commenting on this PR: - `@dependabot rebase` will rebase this PR - `@dependabot recreate` will recreate this PR  overwriting any edits that have been made to it - `@dependabot merge` will merge this PR after your CI passes on it - `@dependabot squash and merge` will squash and merge this PR after your CI passes on it - `@dependabot cancel merge` will cancel a previously requested merge and block automerging - `@dependabot reopen` will reopen this PR if it is closed - `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually   </details>"
